,DA_LMP,DA_MCC,DA_MLC,RT_LMP,RT_MCC,RT_MLC,LMP_DELTA,MCC_DELTA,MLC_DELTA,LF_Planned,LF_Actual,Outage
2015-12-13 19:00:00,22.06,-0.12,0.59,20.1,0.29,0.51,-1.96,0.41,-0.08,17449,17170,2090
2015-12-13 20:00:00,20.83,-0.17,0.35,19.69,0.58,0.59,-1.14,0.75,0.24,17201,17027,2770
2015-12-13 21:00:00,19.44,-0.5,0.31,18.32,1.36,0.45,-1.12,1.86,0.14,16703,16521,2770
2015-12-13 22:00:00,17.34,-0.83,0.06,17.34,0.68,0.41,0.0,1.51,0.35,15966,15868,2770
2015-12-13 23:00:00,15.69,-1.18,0.24,16.24,0.55,0.44,0.55,1.73,0.2,14995,14869,3220
2015-12-14 00:00:00,12.61,-0.45,0.15,4.16,-1.14,0.11,-8.45,-0.69,-0.04,14314,14046,3140
2015-12-14 01:00:00,11.61,-0.09,0.13,3.18,-1.76,0.06,-8.43,-1.67,-0.07,13772,13581,3140
2015-12-14 02:00:00,8.73,-1.17,0.0,2.91,-1.14,0.03,-5.82,0.03,0.03,13442,13141,3140
2015-12-14 03:00:00,8.96,-0.98,0.0,2.46,-0.7,0.01,-6.5,0.28,0.01,13331,13133,3140
2015-12-14 04:00:00,10.82,-0.32,0.12,4.54,-1.36,0.02,-6.28,-1.04,-0.1,13385,13176,3140
2015-12-14 05:00:00,15.48,0.69,0.14,12.39,-0.34,0.03,-3.09,-1.03,-0.11,13770,13694,3140
2015-12-14 06:00:00,19.9,-0.67,0.3,16.71,-0.12,0.15,-3.19,0.55,-0.15,14846,14765,3140
2015-12-14 07:00:00,22.98,-0.19,0.38,21.45,0.05,0.5,-1.53,0.24,0.12,16618,16566,3140
2015-12-14 08:00:00,22.35,0.64,0.36,21.3,0.7,0.69,-1.05,0.06,0.33,17651,17823,3140
2015-12-14 09:00:00,21.83,0.14,0.46,20.38,0.12,0.7,-1.45,-0.02,0.24,17767,17969,3140
2015-12-14 10:00:00,21.7,0.16,0.46,20.49,0.29,0.76,-1.21,0.13,0.3,17849,17980,3140
2015-12-14 11:00:00,21.63,0.1,0.46,21.35,0.08,0.82,-0.28,-0.02,0.36,17923,18142,3140
2015-12-14 12:00:00,21.35,-0.14,0.69,21.53,0.07,0.77,0.18,0.21,0.08,17893,18177,3190
2015-12-14 13:00:00,21.14,-0.12,0.69,21.64,0.45,0.75,0.5,0.57,0.06,17854,18170,3190
2015-12-14 14:00:00,20.62,-0.14,0.45,20.81,-0.02,0.7,0.19,0.12,0.25,17807,18065,3190
2015-12-14 15:00:00,20.56,-0.17,0.46,20.7,-0.07,0.72,0.14,0.1,0.26,17705,17916,3190
2015-12-14 16:00:00,21.65,-0.12,0.82,21.23,-0.02,0.67,-0.42,0.1,-0.15,17740,17857,3190
2015-12-14 17:00:00,26.32,-0.14,0.93,53.73,0.9,1.59,27.41,1.04,0.66,18374,18474,3190
2015-12-14 18:00:00,26.56,-0.11,0.95,27.35,-0.12,0.7,0.79,-0.01,-0.25,19254,19267,3190
2015-12-14 19:00:00,25.3,-0.1,0.57,39.45,-0.33,0.87,14.15,-0.23,0.3,19137,19074,3190
2015-12-14 20:00:00,23.92,-0.04,0.89,25.51,-0.15,0.5,1.59,-0.11,-0.39,18826,18691,3190
2015-12-14 21:00:00,22.67,0.12,0.75,23.75,-0.08,0.43,1.08,-0.2,-0.32,18265,18202,3190
2015-12-14 22:00:00,20.15,-0.21,0.3,21.09,-0.05,0.37,0.94,0.16,0.07,17405,17426,3190
2015-12-14 23:00:00,18.87,-0.39,0.3,20.23,-0.04,0.19,1.36,0.35,-0.11,16267,16259,3320
2015-12-15 00:00:00,16.63,-0.44,0.23,19.62,0.0,0.1,2.99,0.44,-0.13,15695,15420,3320
2015-12-15 01:00:00,15.17,-0.47,0.19,14.26,-3.28,0.06,-0.91,-2.81,-0.13,15109,14799,3320
2015-12-15 02:00:00,14.94,-0.08,0.17,17.56,-1.04,0.05,2.62,-0.96,-0.12,14693,14396,3320
2015-12-15 03:00:00,14.77,-0.11,0.16,11.87,-3.87,0.05,-2.9,-3.76,-0.11,14500,14207,3320
2015-12-15 04:00:00,15.56,-0.15,0.17,17.28,-0.5,0.12,1.72,-0.35,-0.05,14523,14240,3320
2015-12-15 05:00:00,18.47,-0.14,0.04,21.15,-0.01,0.07,2.68,0.13,0.03,14902,14536,3320
2015-12-15 06:00:00,23.95,-0.33,0.56,23.52,-0.09,0.09,-0.43,0.24,-0.47,15915,15506,3320
2015-12-15 07:00:00,26.22,-0.45,-0.24,48.55,-0.27,0.43,22.33,0.18,0.67,17613,17214,3440
2015-12-15 08:00:00,24.57,-0.06,-0.11,27.02,-0.1,0.45,2.45,-0.04,0.56,18581,18221,3440
2015-12-15 09:00:00,23.94,-0.03,-0.11,27.79,-0.02,0.54,3.85,0.01,0.65,18487,18139,3440
2015-12-15 10:00:00,23.46,-0.13,-0.11,25.69,-0.12,0.61,2.23,0.01,0.72,18359,18090,3440
2015-12-15 11:00:00,23.38,-0.12,0.33,24.14,-0.04,0.65,0.76,0.08,0.32,18347,18146,3440
2015-12-15 12:00:00,22.85,-0.1,0.31,25.58,-0.28,0.73,2.73,-0.18,0.42,18203,18102,3440
2015-12-15 13:00:00,22.69,-0.09,0.73,24.22,-2.99,0.62,1.53,-2.9,-0.11,18093,18074,3440
2015-12-15 14:00:00,21.81,-0.04,0.1,24.15,-3.31,0.71,2.34,-3.27,0.61,18050,18081,3440
2015-12-15 15:00:00,21.43,-0.05,0.15,25.4,-4.33,0.8,3.97,-4.28,0.65,17960,17866,3440
2015-12-15 16:00:00,21.61,-0.15,0.06,24.97,-1.75,0.63,3.36,-1.6,0.57,17987,17873,3390
2015-12-15 17:00:00,27.07,-0.16,0.83,31.57,-0.19,0.89,4.5,-0.03,0.06,18616,18607,3390
2015-12-15 18:00:00,27.01,0.12,0.64,53.33,-0.33,1.22,26.32,-0.45,0.58,19437,19306,3390
2015-12-15 19:00:00,25.83,0.21,0.43,26.17,-0.23,0.47,0.34,-0.44,0.04,19257,19109,3390
2015-12-15 20:00:00,23.56,-0.5,0.41,25.34,-0.07,0.39,1.78,0.43,-0.02,18928,18755,3390
2015-12-15 21:00:00,22.78,-0.16,1.18,22.75,0.07,0.4,-0.03,0.23,-0.78,18437,18243,3390
2015-12-15 22:00:00,19.91,-0.24,0.6,20.49,0.08,0.4,0.58,0.32,-0.2,17592,17465,3390
2015-12-15 23:00:00,17.87,-0.48,0.31,19.02,0.18,0.25,1.15,0.66,-0.06,16438,16312,3500
2015-12-16 00:00:00,16.27,-0.25,0.15,18.91,0.16,0.21,2.64,0.41,0.06,15611,15440,3520
2015-12-16 01:00:00,14.81,-0.08,0.09,17.35,0.11,0.07,2.54,0.19,-0.02,14959,14809,3520
2015-12-16 02:00:00,13.44,-0.15,-0.01,15.59,0.07,0.01,2.15,0.22,0.02,14515,14429,3520
2015-12-16 03:00:00,12.8,-0.13,-0.01,15.73,0.09,-0.03,2.93,0.22,-0.02,14311,14239,3520
2015-12-16 04:00:00,14.75,-0.39,0.23,15.36,-0.13,-0.03,0.61,0.26,-0.26,14300,14193,3520
2015-12-16 05:00:00,18.07,-0.5,0.19,17.54,-0.07,-0.02,-0.53,0.43,-0.21,14603,14492,3520
2015-12-16 06:00:00,21.53,-1.36,0.27,19.73,0.22,0.03,-1.8,1.58,-0.24,15580,15452,3520
2015-12-16 07:00:00,25.17,-0.91,1.11,21.85,-0.15,0.24,-3.32,0.76,-0.87,17294,17090,3620
2015-12-16 08:00:00,24.1,-0.46,0.53,22.18,0.04,0.42,-1.92,0.5,-0.11,18320,18123,3620
2015-12-16 09:00:00,22.56,-0.36,0.5,20.93,0.1,0.39,-1.63,0.46,-0.11,18286,18081,3620
2015-12-16 10:00:00,21.93,-0.08,0.48,21.39,0.1,0.47,-0.54,0.18,-0.01,18240,18104,3620
2015-12-16 11:00:00,21.87,0.07,0.54,20.5,0.28,0.5,-1.37,0.21,-0.04,18257,18004,3620
2015-12-16 12:00:00,21.67,0.08,0.82,19.67,0.25,0.48,-2.0,0.17,-0.34,18210,18040,3620
2015-12-16 13:00:00,20.82,-0.24,0.72,19.68,0.2,0.44,-1.14,0.44,-0.28,18143,18083,3620
2015-12-16 14:00:00,20.67,-0.07,0.71,19.28,0.12,0.44,-1.39,0.19,-0.27,18138,18194,3620
2015-12-16 15:00:00,20.5,0.03,0.58,19.15,0.01,0.44,-1.35,-0.02,-0.14,18070,18198,3620
2015-12-16 16:00:00,21.45,-0.04,0.73,21.23,0.89,0.39,-0.22,0.93,-0.34,18131,18158,3620
2015-12-16 17:00:00,26.94,-0.13,1.37,24.96,0.83,0.56,-1.98,0.96,-0.81,18795,18937,3620
2015-12-16 18:00:00,27.26,-0.16,1.4,25.44,-1.11,0.71,-1.82,-0.95,-0.69,19681,19710,3500
2015-12-16 19:00:00,26.18,-0.14,1.35,22.66,-0.24,0.52,-3.52,-0.1,-0.83,19572,19551,3400
2015-12-16 20:00:00,24.49,0.04,1.25,21.88,-0.22,0.47,-2.61,-0.26,-0.78,19221,19257,3400
2015-12-16 21:00:00,22.5,0.0,0.92,21.15,-0.08,0.44,-1.35,-0.08,-0.48,18783,18858,3400
2015-12-16 22:00:00,19.97,-0.08,0.44,18.65,-0.26,0.42,-1.32,-0.18,-0.02,18003,17970,3400
2015-12-16 23:00:00,17.21,-0.09,0.31,17.77,-0.43,0.38,0.56,-0.34,0.07,16918,16925,3580
2015-12-17 00:00:00,17.34,0.02,0.45,16.3,0.02,0.26,-1.04,0.0,-0.19,16165,16080,3580
2015-12-17 01:00:00,16.14,-0.01,0.4,14.27,0.24,0.16,-1.87,0.25,-0.24,15534,15453,3580
2015-12-17 02:00:00,15.16,-0.08,0.37,14.11,0.33,0.08,-1.05,0.41,-0.29,15128,15017,3580
2015-12-17 03:00:00,14.96,0.03,0.21,13.78,-0.04,0.01,-1.18,-0.07,-0.2,14958,14775,3580
2015-12-17 04:00:00,15.84,-0.07,0.22,15.14,-0.09,0.0,-0.7,-0.02,-0.22,14962,14814,3510
2015-12-17 05:00:00,18.66,-0.17,0.21,16.56,-0.2,0.0,-2.1,-0.03,-0.21,15292,15108,3510
2015-12-17 06:00:00,21.62,-1.88,0.67,15.75,-3.71,0.04,-5.87,-1.83,-0.63,16294,16070,3510
2015-12-17 07:00:00,25.59,-2.11,0.62,26.88,-0.32,0.42,1.29,1.79,-0.2,17985,17790,3510
2015-12-17 08:00:00,24.79,-1.26,0.6,21.19,-1.38,0.53,-3.6,-0.12,-0.07,19009,18916,3510
2015-12-17 09:00:00,23.65,-1.05,0.58,22.81,-0.16,0.66,-0.84,0.89,0.08,18989,18906,3510
2015-12-17 10:00:00,23.29,-0.91,0.56,21.37,-0.38,0.7,-1.92,0.53,0.14,18920,18726,3510
2015-12-17 11:00:00,23.32,-0.68,0.54,20.88,0.18,0.64,-2.44,0.86,0.1,18926,18678,3510
2015-12-17 12:00:00,22.66,-0.53,0.52,20.75,0.12,0.6,-1.91,0.65,0.08,18825,18643,3510
2015-12-17 13:00:00,22.06,-0.65,0.51,19.33,-1.21,0.56,-2.73,-0.56,0.05,18708,18378,3510
2015-12-17 14:00:00,21.65,-0.44,0.49,20.05,-0.09,0.6,-1.6,0.35,0.11,18660,18588,3510
2015-12-17 15:00:00,21.68,-0.44,0.79,19.81,-0.76,0.57,-1.87,-0.32,-0.22,18554,18527,3410
2015-12-17 16:00:00,22.16,-0.82,0.51,21.93,-0.28,0.6,-0.23,0.54,0.09,18585,18550,3410
2015-12-17 17:00:00,28.31,-0.4,0.62,28.65,-1.21,1.05,0.34,-0.81,0.43,19190,19183,3410
2015-12-17 18:00:00,30.48,-0.45,0.69,27.12,-0.37,1.16,-3.36,0.08,0.47,20074,19904,3260
2015-12-17 19:00:00,27.5,-0.34,0.47,23.92,-0.12,0.94,-3.58,0.22,0.47,19959,19796,3260
2015-12-17 20:00:00,26.52,-0.18,0.46,24.09,0.2,0.79,-2.43,0.38,0.33,19659,19607,3260
2015-12-17 21:00:00,25.07,-0.13,0.44,21.79,-0.14,0.59,-3.28,-0.01,0.15,19262,19474,3260
2015-12-17 22:00:00,22.53,-0.06,0.42,20.31,-0.22,0.46,-2.22,-0.16,0.04,18548,18753,3260
2015-12-17 23:00:00,20.46,-0.17,0.31,19.31,-0.15,0.29,-1.15,0.02,-0.02,17499,17696,3690
2015-12-18 00:00:00,18.73,-0.65,0.32,19.59,-0.15,0.23,0.86,0.5,-0.09,16571,16809,3690
2015-12-18 01:00:00,17.73,-0.44,0.19,18.09,-0.14,0.17,0.36,0.3,-0.02,15954,16143,3690
2015-12-18 02:00:00,17.0,-0.47,0.18,17.65,-0.07,0.12,0.65,0.4,-0.06,15544,15696,3690
2015-12-18 03:00:00,16.58,-0.6,0.26,17.95,0.01,0.14,1.37,0.61,-0.12,15349,15480,3690
2015-12-18 04:00:00,17.15,-1.09,0.29,18.59,0.01,0.17,1.44,1.1,-0.12,15366,15460,3690
2015-12-18 05:00:00,19.74,-1.84,0.68,19.48,0.01,0.22,-0.26,1.85,-0.46,15695,15802,3690
2015-12-18 06:00:00,22.74,-3.83,0.62,22.91,-0.36,0.31,0.17,3.47,-0.31,16639,16775,3850
2015-12-18 07:00:00,27.0,-4.18,0.47,25.65,-0.13,0.5,-1.35,4.05,0.03,18378,18433,3850
2015-12-18 08:00:00,24.99,-2.76,0.52,33.35,-0.03,0.91,8.36,2.73,0.39,19325,19454,3850
2015-12-18 09:00:00,24.07,-1.93,0.47,27.84,0.33,0.92,3.77,2.26,0.45,19219,19410,3850
2015-12-18 10:00:00,23.11,-1.61,0.46,22.57,0.18,0.81,-0.54,1.79,0.35,19145,19307,3850
2015-12-18 11:00:00,22.58,-1.42,0.43,23.39,0.15,0.78,0.81,1.57,0.35,18995,19184,3850
2015-12-18 12:00:00,21.91,-1.25,0.5,21.56,0.07,0.65,-0.35,1.32,0.15,18803,19020,3850
2015-12-18 13:00:00,21.19,-1.26,0.52,20.51,0.14,0.55,-0.68,1.4,0.03,18601,18719,3850
2015-12-18 14:00:00,20.88,-0.81,0.51,20.05,-0.15,0.54,-0.83,0.66,0.03,18498,18652,3850
2015-12-18 15:00:00,20.89,-0.8,0.79,19.64,0.1,0.47,-1.25,0.9,-0.32,18341,18479,3850
2015-12-18 16:00:00,21.54,-1.61,0.83,21.86,0.03,0.59,0.32,1.64,-0.24,18304,18415,3850
2015-12-18 17:00:00,26.3,-2.4,0.65,41.93,0.63,1.61,15.63,3.03,0.96,18846,18977,3850
2015-12-18 18:00:00,28.13,-0.94,0.52,28.49,0.3,1.05,0.36,1.24,0.53,19742,19848,3850
2015-12-18 19:00:00,24.93,-1.76,0.49,26.32,0.17,0.84,1.39,1.93,0.35,19553,19625,3850
2015-12-18 20:00:00,23.74,-1.68,0.45,24.52,0.1,0.7,0.78,1.78,0.25,19175,19337,3690
2015-12-18 21:00:00,23.77,-0.41,0.44,23.66,0.04,0.65,-0.11,0.45,0.21,18814,19107,3690
2015-12-18 22:00:00,22.08,-0.22,0.34,22.05,0.02,0.57,-0.03,0.24,0.23,18294,18657,3690
2015-12-18 23:00:00,19.85,-0.39,-0.17,21.09,0.01,0.35,1.24,0.4,0.52,17462,17784,3960
2015-12-19 00:00:00,21.12,-0.28,0.42,20.9,0.0,0.17,-0.22,0.28,-0.25,16736,17034,3960
2015-12-19 01:00:00,20.56,-0.3,0.49,20.7,0.0,0.06,0.14,0.3,-0.43,16072,16364,3960
2015-12-19 02:00:00,20.59,-0.27,0.6,20.48,0.0,0.08,-0.11,0.27,-0.52,15625,15952,3960
2015-12-19 03:00:00,20.49,-0.08,0.59,20.56,0.0,0.11,0.07,0.08,-0.48,15410,15745,3960
2015-12-19 04:00:00,19.74,-0.09,-0.05,20.86,-0.01,0.15,1.12,0.08,0.2,15347,15704,3960
2015-12-19 05:00:00,21.04,-0.15,0.66,22.28,-0.02,0.17,1.24,0.13,-0.49,15467,15810,3960
2015-12-19 06:00:00,22.04,-0.5,0.14,22.27,-0.01,0.22,0.23,0.49,0.08,15864,16183,3960
2015-12-19 07:00:00,24.31,-0.2,0.57,24.11,0.03,0.37,-0.2,0.23,-0.2,16553,16837,3960
2015-12-19 08:00:00,24.68,-0.42,0.14,25.37,0.0,0.47,0.69,0.42,0.33,17188,17550,3960
2015-12-19 09:00:00,24.6,-0.34,0.14,24.33,0.0,0.51,-0.27,0.34,0.37,17544,17916,3960
2015-12-19 10:00:00,24.4,-0.14,0.29,25.08,-0.01,0.62,0.68,0.13,0.33,17744,18095,3960
2015-12-19 11:00:00,22.76,-0.17,-0.3,24.27,0.0,0.59,1.51,0.17,0.89,17713,17965,3280
2015-12-19 12:00:00,21.0,-0.18,0.07,21.85,0.0,0.59,0.85,0.18,0.52,17522,17721,3280
2015-12-19 13:00:00,20.97,-0.09,0.54,20.81,0.01,0.62,-0.16,0.1,0.08,17236,17433,3280
2015-12-19 14:00:00,20.49,-0.1,0.56,19.96,0.25,0.61,-0.53,0.35,0.05,16974,17127,3280
2015-12-19 15:00:00,20.3,-0.12,0.55,19.95,-0.05,0.61,-0.35,0.07,0.06,16772,16911,3280
2015-12-19 16:00:00,20.42,-0.62,0.56,20.72,-0.06,0.62,0.3,0.56,0.06,16784,16825,3280
2015-12-19 17:00:00,25.76,-0.75,1.3,143.9,18.58,4.42,118.14,19.33,3.12,17481,17537,3280
2015-12-19 18:00:00,25.01,-0.56,0.6,25.05,0.95,0.87,0.04,1.51,0.27,18510,18469,3280
2015-12-19 19:00:00,24.28,-0.3,0.58,22.47,0.69,0.71,-1.81,0.99,0.13,18425,18406,3280
2015-12-19 20:00:00,22.73,-0.66,0.56,22.01,0.93,0.53,-0.72,1.59,-0.03,18141,18202,3280
2015-12-19 21:00:00,20.92,-1.41,0.64,20.18,-0.66,0.39,-0.74,0.75,-0.25,17802,17888,3280
2015-12-19 22:00:00,20.28,-0.17,0.38,19.6,-0.37,0.39,-0.68,-0.2,0.01,17288,17371,3280
2015-12-19 23:00:00,17.82,-1.53,0.45,17.64,-0.84,0.24,-0.18,0.69,-0.21,16497,16559,4280
2015-12-20 00:00:00,18.2,-1.62,0.53,20.52,-1.64,0.1,2.32,-0.02,-0.43,15785,15829,4280
2015-12-20 01:00:00,15.92,-2.34,0.2,16.91,-0.52,0.02,0.99,1.82,-0.18,15132,15117,4280
2015-12-20 02:00:00,16.03,-2.25,0.44,16.09,-1.83,-0.07,0.06,0.42,-0.51,14705,14629,4280
2015-12-20 03:00:00,14.88,-2.33,0.06,14.6,-2.65,-0.12,-0.28,-0.32,-0.18,14482,14304,4280
2015-12-20 04:00:00,14.21,-2.62,0.05,16.03,-1.73,-0.2,1.82,0.89,-0.25,14400,14110,4280
2015-12-20 05:00:00,15.26,-2.29,0.04,14.33,-4.25,-0.22,-0.93,-1.96,-0.26,14445,14141,4280
2015-12-20 06:00:00,16.45,-2.35,0.44,14.36,-5.12,-0.22,-2.09,-2.77,-0.66,14672,14390,4280
2015-12-20 07:00:00,17.61,-2.49,0.19,8.51,-21.23,-0.11,-9.1,-18.74,-0.3,15162,14842,4280
2015-12-20 08:00:00,19.48,-1.69,0.37,18.23,-18.94,-0.23,-1.25,-17.25,-0.6,15759,15556,4280
2015-12-20 09:00:00,20.49,-1.39,0.58,19.31,-2.63,-0.15,-1.18,-1.24,-0.73,16161,15918,4280
2015-12-20 10:00:00,20.8,-0.64,0.57,19.97,-0.73,-0.18,-0.83,-0.09,-0.75,16428,16185,4280
2015-12-20 11:00:00,20.57,-0.25,0.57,19.0,-0.17,-0.16,-1.57,0.08,-0.73,16506,16188,4280
2015-12-20 12:00:00,20.03,-0.27,0.33,19.09,-0.1,-0.16,-0.94,0.17,-0.49,16523,16160,4280
2015-12-20 13:00:00,19.91,-0.29,0.25,19.16,0.1,-0.11,-0.75,0.39,-0.36,16551,16175,4280
2015-12-20 14:00:00,19.76,-0.28,0.24,18.81,-0.34,-0.05,-0.95,-0.06,-0.29,16420,16066,4280
2015-12-20 15:00:00,19.74,-0.29,0.24,18.99,-0.36,-0.05,-0.75,-0.07,-0.29,16332,15962,4280
2015-12-20 16:00:00,21.36,-0.19,0.22,20.1,-2.03,-0.02,-1.26,-1.84,-0.24,16482,16125,4280
2015-12-20 17:00:00,26.96,-0.3,1.0,27.53,0.01,0.19,0.57,0.31,-0.81,17320,16990,4280
2015-12-20 18:00:00,27.91,0.14,0.88,24.32,0.29,0.19,-3.59,0.15,-0.69,18444,17909,4280
2015-12-20 19:00:00,26.57,0.06,0.85,23.7,-0.29,0.06,-2.87,-0.35,-0.79,18407,17854,4280
2015-12-20 20:00:00,24.75,-0.21,0.67,23.22,0.28,0.03,-1.53,0.49,-0.64,18184,17720,4280
2015-12-20 21:00:00,22.09,-0.29,0.38,21.4,0.44,0.0,-0.69,0.73,-0.38,17705,17405,4280
2015-12-20 22:00:00,20.34,-0.39,0.47,19.84,0.08,0.04,-0.5,0.47,-0.43,16978,16736,4280
2015-12-20 23:00:00,19.24,-0.47,0.2,19.54,-0.29,-0.09,0.3,0.18,-0.29,16021,15723,3650
2015-12-21 00:00:00,18.2,-0.29,0.25,19.28,-0.02,-0.26,1.08,0.27,-0.51,15114,14975,3650
2015-12-21 01:00:00,17.17,-0.28,0.21,18.2,0.01,-0.22,1.03,0.29,-0.43,14527,14423,3650
2015-12-21 02:00:00,17.32,-0.48,0.16,17.8,-0.57,-0.28,0.48,-0.09,-0.44,14163,14061,3650
2015-12-21 03:00:00,16.9,-0.36,0.16,17.78,-0.31,-0.25,0.88,0.05,-0.41,14028,13980,3650
2015-12-21 04:00:00,16.95,-0.6,0.15,17.92,-1.7,-0.26,0.97,-1.1,-0.41,14071,14054,3650
2015-12-21 05:00:00,18.93,-0.76,0.11,18.7,-0.38,-0.28,-0.23,0.38,-0.39,14435,14432,3650
2015-12-21 06:00:00,21.88,-1.23,0.1,21.27,-0.78,-0.2,-0.61,0.45,-0.3,15413,15480,3650
2015-12-21 07:00:00,24.47,-0.89,0.62,24.18,-0.08,0.11,-0.29,0.81,-0.51,16997,17233,3650
2015-12-21 08:00:00,25.43,-0.64,1.01,24.03,-0.03,0.19,-1.4,0.61,-0.82,18103,18476,3650
2015-12-21 09:00:00,24.55,-0.52,0.47,23.77,0.28,0.11,-0.78,0.8,-0.36,18310,18616,3650
2015-12-21 10:00:00,25.42,-0.33,0.66,24.38,0.15,0.11,-1.04,0.48,-0.55,18445,18517,3650
2015-12-21 11:00:00,25.58,-0.17,0.67,24.75,0.34,0.01,-0.83,0.51,-0.66,18472,18411,3650
2015-12-21 12:00:00,24.88,-0.16,0.6,24.85,-0.08,0.05,-0.03,0.08,-0.55,18402,18491,3520
2015-12-21 13:00:00,24.59,-0.15,0.28,24.02,-0.34,0.01,-0.57,-0.19,-0.27,18288,18512,2850
2015-12-21 14:00:00,24.19,-0.13,0.66,23.87,-0.11,0.02,-0.32,0.02,-0.64,18184,18549,2850
2015-12-21 15:00:00,23.54,-0.12,0.64,23.62,-0.05,0.07,0.08,0.07,-0.57,18045,18438,2850
2015-12-21 16:00:00,24.89,-0.12,-0.12,25.22,-1.03,0.12,0.33,-0.91,0.24,18020,18533,2850
2015-12-21 17:00:00,31.46,-0.77,-0.19,27.55,-2.91,0.37,-3.91,-2.14,0.56,18578,19134,2830
2015-12-21 18:00:00,34.57,0.14,0.84,27.41,-0.1,0.43,-7.16,-0.24,-0.41,19447,19714,2830
2015-12-21 19:00:00,31.25,0.02,0.55,25.97,-0.02,0.43,-5.28,-0.04,-0.12,19351,19488,2830
2015-12-21 20:00:00,27.01,-0.17,-0.15,26.45,-0.02,0.54,-0.56,0.15,0.69,19033,19225,2830
2015-12-21 21:00:00,24.75,-0.18,-0.44,25.66,-0.02,0.4,0.91,0.16,0.84,18586,18781,2830
2015-12-21 22:00:00,22.09,-0.06,-0.24,22.78,-0.01,0.44,0.69,0.05,0.68,17843,18097,2280
2015-12-21 23:00:00,20.82,0.1,0.17,21.42,-1.86,0.26,0.6,-1.96,0.09,16818,16913,2960
2015-12-22 00:00:00,19.82,0.04,0.38,17.83,-0.15,0.02,-1.99,-0.19,-0.36,16050,16026,2960
2015-12-22 01:00:00,18.76,0.05,0.18,18.55,-0.22,-0.08,-0.21,-0.27,-0.26,15361,15359,2960
2015-12-22 02:00:00,18.04,0.06,0.17,17.54,-0.14,-0.06,-0.5,-0.2,-0.23,14910,14902,2960
2015-12-22 03:00:00,18.21,0.02,0.52,16.94,0.01,-0.08,-1.27,-0.01,-0.6,14693,14690,2960
2015-12-22 04:00:00,18.52,0.05,0.52,17.58,-0.02,-0.1,-0.94,-0.07,-0.62,14685,14623,2960
2015-12-22 05:00:00,19.41,-0.02,0.59,19.23,-0.09,-0.01,-0.18,-0.07,-0.6,15012,14944,2960
2015-12-22 06:00:00,21.94,-0.4,0.48,20.98,-0.06,0.17,-0.96,0.34,-0.31,15958,15872,2960
2015-12-22 07:00:00,24.58,-0.79,0.74,23.94,-0.01,0.55,-0.64,0.78,-0.19,17565,17538,2960
2015-12-22 08:00:00,24.32,-0.26,0.28,28.44,-0.03,0.77,4.12,0.23,0.49,18591,18629,2960
2015-12-22 09:00:00,23.1,-0.32,0.73,26.01,0.0,0.76,2.91,0.32,0.03,18625,18672,2960
2015-12-22 10:00:00,22.49,-0.26,0.7,25.41,0.0,0.79,2.92,0.26,0.09,18560,18632,2940
2015-12-22 11:00:00,21.66,-0.49,0.43,36.71,7.7,0.98,15.05,8.19,0.55,18486,18677,2940
2015-12-22 12:00:00,21.42,-0.44,1.14,29.17,5.29,0.7,7.75,5.73,-0.44,18323,18535,2940
2015-12-22 13:00:00,19.79,-0.73,0.35,20.81,0.47,0.69,1.02,1.2,0.34,18147,18284,2900
2015-12-22 14:00:00,19.71,-0.69,0.69,20.64,0.7,0.83,0.93,1.39,0.14,18037,18246,2900
2015-12-22 15:00:00,19.64,-0.64,0.67,20.27,0.56,0.78,0.63,1.2,0.11,17885,17989,2900
2015-12-22 16:00:00,20.72,-0.62,0.6,20.56,0.22,0.72,-0.16,0.84,0.12,17865,17987,2900
2015-12-22 17:00:00,25.98,-0.94,0.96,26.84,-0.08,0.99,0.86,0.86,0.03,18433,18515,2900
2015-12-22 18:00:00,25.51,-1.3,0.66,22.45,0.0,0.72,-3.06,1.3,0.06,19293,19216,2770
2015-12-22 19:00:00,23.25,-1.9,0.74,21.65,-0.04,0.64,-1.6,1.86,-0.1,19230,19028,2620
2015-12-22 20:00:00,22.33,-1.24,0.69,21.57,-0.01,0.58,-0.76,1.23,-0.11,18939,18660,2620
2015-12-22 21:00:00,20.6,-0.94,0.41,19.65,0.01,0.5,-0.95,0.95,0.09,18500,18192,2620
2015-12-22 22:00:00,18.67,-0.69,0.28,16.97,0.11,0.4,-1.7,0.8,0.12,17708,17404,2620
2015-12-22 23:00:00,17.21,-0.84,0.23,15.36,0.06,0.23,-1.85,0.9,0.0,16632,16321,2640
2015-12-23 00:00:00,16.89,-0.82,0.23,14.9,-0.01,0.21,-1.99,0.81,-0.02,15713,15416,2640
2015-12-23 01:00:00,15.65,-0.45,0.09,13.81,0.0,0.16,-1.84,0.45,0.07,14975,14644,2640
2015-12-23 02:00:00,14.57,-0.48,-0.02,12.75,0.0,0.11,-1.82,0.48,0.13,14446,14088,2640
2015-12-23 03:00:00,14.64,-0.42,-0.1,12.4,0.0,0.06,-2.24,0.42,0.16,14183,13821,2640
2015-12-23 04:00:00,14.94,-0.4,-0.11,13.57,0.0,0.03,-1.37,0.4,0.14,14109,13786,2640
2015-12-23 05:00:00,17.59,-0.43,-0.03,16.4,-0.09,0.05,-1.19,0.34,0.08,14391,14061,2640
